Month,Hour,DayOfWeek,Holiday,Temperature,Humidity,SquareFootage,Occupancy,HVACUsage,LightingUsage,RenewableEnergy,EnergyConsumption
3,5,Tuesday,No,23.69621655,48.54334109,1042.354757,6,On,Off,22.12729069,76.42451554
3,19,Thursday,No,29.998671,44.4474291,1496.452916,2,Off,Off,4.380417103,84.37905821
3,4,Wednesday,No,24.65710062,38.34388808,1121.951935,7,Off,On,0.006642,77.8096456
3,11,Sunday,No,20.007565,31.48642489,1279.767652,1,On,Off,2.46858271,64.28715251
3,13,Monday,Yes,29.998671,52.89729071,1178.600948,6,On,Off,25.97100278,92.54653796
3,14,Sunday,No,24.86332959,33.6333856,1696.54248,4,Off,On,28.16139652,77.84186648
3,6,Thursday,No,23.73038128,37.79883596,1369.542199,8,On,Off,29.965327,74.32664648
3,10,Thursday,Yes,26.44122717,56.02596478,1367.93075,9,On,On,5.744280207,94.86816963
3,23,Monday,Yes,21.76179857,49.08573576,1395.723049,7,On,Off,20.10077681,83.00885858
3,0,Saturday,Yes,23.77600251,34.32403055,1096.504045,6,Off,Off,14.73457205,83.305094
3,1,Wednesday,Yes,29.998671,36.3909421,1337.954307,9,On,Off,24.09738381,94.80522282
3,8,Tuesday,Yes,21.04061521,57.15085129,1779.578404,2,Off,On,14.02375097,73.90215
3,19,Monday,Yes,26.16606483,55.24816461,1409.387977,0,On,On,27.79261113,89.94158393
3,2,Monday,No,25.66294873,30.34899986,1685.310721,1,On,Off,22.56562684,75.40267274
3,23,Tuesday,Yes,24.79961556,42.90117251,1999.982252,4,On,On,25.38902016,76.65072956
3,13,Tuesday,Yes,29.998671,50.72941998,1598.113275,2,Off,Off,5.516371073,80.41407275
3,17,Saturday,No,27.09097257,44.67232123,1391.764004,4,Off,Off,25.65659537,84.49844658
3,6,Friday,Yes,26.37180071,39.53919825,1292.960203,9,On,On,21.94087869,65.82464842
3,5,Saturday,No,21.1073652,54.687332,1828.424714,1,Off,Off,2.47634875,58.03557212
3,12,Wednesday,Yes,21.89484422,57.87390229,1611.201329,3,Off,Off,24.27548278,71.12713033
3,3,Thursday,Yes,27.18989613,57.51783051,1644.503256,4,Off,Off,12.99180444,85.84123864
3,18,Sunday,Yes,23.20020336,36.79055882,1168.138329,5,Off,Off,28.80506408,69.12618474
3,9,Friday,No,20.007565,42.85059162,1599.634711,7,On,Off,20.71213454,69.30076907
3,12,Thursday,Yes,21.14129672,48.52252462,1597.254901,7,On,On,12.04636919,56.51695674
3,19,Tuesday,No,23.18645239,52.65007975,1815.337383,6,On,On,28.39739628,70.47908584
3,12,Tuesday,Yes,28.78035514,43.44116013,1544.985333,1,Off,On,0.006642,86.60578459
3,22,Wednesday,No,23.377933,38.68105297,1529.197308,9,Off,On,4.858832293,68.95992932
3,0,Friday,No,22.26169874,42.51440787,1556.073446,9,On,Off,18.16097566,75.78963246
3,16,Monday,Yes,22.13386798,30.015975,1247.346634,9,On,On,6.502054989,83.09939853
3,11,Friday,No,20.0382192,52.58496435,1439.617974,2,On,On,22.44493374,71.61839892
3,19,Tuesday,No,23.49087462,30.015975,1355.330033,1,On,Off,25.35129163,65.21522132
3,1,Tuesday,Yes,21.09428332,46.77282145,1539.367569,5,On,On,29.965327,69.61813128
3,1,Saturday,No,25.9566493,45.90694722,1207.702335,6,Off,Off,2.498979237,88.04100035
3,17,Thursday,Yes,23.77957906,41.5287327,1367.551969,2,Off,Off,7.476114402,84.85625878
3,10,Thursday,No,24.21895813,59.969085,1387.613316,5,On,Off,16.81139227,79.95958827
3,6,Tuesday,No,24.52007018,56.67081,1745.710391,4,On,Off,13.7530707,75.67743809
3,6,Saturday,No,20.007565,50.69499036,1954.821667,4,On,Off,15.28368563,79.09243297
3,9,Thursday,No,28.84926212,30.015975,1867.354237,7,Off,On,13.90627347,94.52533434
3,9,Sunday,Yes,20.30996722,50.19739759,1999.982252,2,On,On,10.07276303,63.4164656
3,19,Tuesday,No,22.68701663,45.49461542,1150.773168,2,On,Off,20.27512942,66.75507766
3,23,Tuesday,Yes,23.14095348,59.969085,1860.071841,9,Off,On,17.04528497,71.98778789
3,11,Friday,No,29.998671,36.76576919,1000.512661,2,Off,On,26.133278,80.23156274
3,7,Monday,No,20.82795279,55.64475703,1497.547482,8,Off,On,19.3308676,70.17980606
3,10,Wednesday,No,20.007565,42.25388025,1797.820013,0,Off,Off,29.965327,69.78808921
3,16,Monday,Yes,29.64432224,42.1486809,1466.69445,2,Off,Off,10.90033253,83.33163404
3,2,Friday,No,23.85588823,50.9725666,1382.836249,0,Off,On,0.006642,69.4529303
3,8,Thursday,Yes,24.34524119,37.09440319,1572.325267,2,Off,On,13.59338149,81.77096222
3,19,Monday,No,27.44030406,33.96917104,1219.725791,3,On,Off,0.006642,79.25248861
3,5,Thursday,No,22.9877278,44.75691782,1342.342335,8,Off,On,4.472836635,81.92719772
3,11,Tuesday,Yes,23.47677631,49.61862897,1763.281648,0,Off,On,0.006642,78.83438423
3,11,Monday,No,29.998671,43.17474992,1295.535522,5,Off,Off,21.51363451,93.12360981
3,5,Saturday,Yes,26.75353706,48.90976927,1204.555488,4,On,On,1.979297745,72.9722305
3,9,Wednesday,No,29.68422948,30.015975,1760.73758,3,Off,Off,13.6546542,82.33242394
3,12,Friday,No,22.99682546,57.21041899,1720.716011,4,Off,On,10.27607638,82.99697123
3,1,Monday,Yes,23.73943828,36.44510474,1354.074577,7,On,Off,24.99814003,82.70783897
3,12,Monday,No,26.82475596,48.13768988,1135.498739,3,Off,Off,0.006642,79.34563346
3,10,Wednesday,No,27.10943777,57.61317596,1898.84945,6,On,On,18.98725423,77.09001415
3,1,Friday,No,21.51257082,59.969085,1069.755381,7,Off,Off,10.55878858,76.35534083
3,11,Saturday,Yes,25.07269618,54.09825997,1738.992723,9,On,On,11.84083028,72.45003956
3,8,Monday,No,23.69829217,44.31194234,1416.432823,7,On,On,24.32017178,85.59901114
3,22,Sunday,No,25.67439851,45.65852874,1397.34368,7,Off,Off,17.62946437,69.85138443
3,13,Sunday,Yes,25.0873406,50.87810566,1407.948717,6,On,On,8.062109621,77.0204909
3,7,Saturday,No,28.07363495,45.58062414,1723.403502,9,Off,Off,21.61978934,74.38948306
3,19,Monday,Yes,22.79426403,38.14332301,1321.900692,2,On,On,27.78661674,69.374386
3,1,Saturday,Yes,24.20361177,34.27409192,1508.255755,3,Off,On,3.289096928,68.83882381
3,11,Saturday,Yes,23.17737947,37.93291276,1334.701169,7,Off,Off,16.15972175,90.06738117
3,21,Saturday,No,29.998671,59.969085,1000.512661,0,On,On,6.226992234,75.78651816
3,20,Monday,No,26.25758529,42.88378927,1738.287325,6,Off,Off,7.232514475,85.10805234
3,5,Thursday,Yes,23.00111427,30.015975,1202.527274,3,On,Off,6.994918902,88.26583839
3,8,Friday,Yes,20.66356552,33.70355985,1421.600273,0,Off,On,21.45195892,78.67263248
3,6,Wednesday,Yes,25.53072726,30.015975,1654.070312,4,On,Off,28.55408372,76.71773568
3,8,Wednesday,No,24.76932724,48.88138647,1043.720869,7,On,Off,23.17637755,56.18851939
3,1,Saturday,Yes,26.26434654,51.62652608,1464.020569,5,Off,On,13.71222682,68.99397026
3,3,Friday,No,24.96281421,45.76910022,1412.510694,7,On,Off,7.815235214,68.7448584
3,21,Tuesday,No,24.03663841,51.64341186,1168.596022,6,On,On,29.60203444,65.78329018
3,17,Monday,No,29.83909353,59.969085,1897.987717,5,Off,On,27.63470752,78.2469882
3,13,Tuesday,Yes,20.007565,59.969085,1059.272856,2,Off,Off,24.8550902,67.43363755
3,16,Thursday,Yes,20.007565,55.08384985,1656.14321,7,Off,On,1.201770792,53.263278
3,18,Saturday,No,23.03713719,48.57527004,1723.730454,8,On,On,9.432115222,82.0506378
3,1,Saturday,No,29.998671,44.17618305,1891.828572,2,Off,Off,1.818769925,82.47274945
3,12,Tuesday,No,20.007565,53.41834693,1620.275148,4,Off,On,0.006642,72.58190398
3,22,Sunday,No,29.998671,57.67521439,1873.278968,7,Off,On,24.49721887,93.51391263
3,16,Tuesday,Yes,20.17238317,53.51244908,1554.758639,6,Off,On,8.48392741,59.90234204
3,5,Tuesday,Yes,24.52349028,30.015975,1723.851619,1,On,Off,12.10540669,85.86267588
3,1,Tuesday,No,29.998671,53.62401063,1572.722898,4,On,Off,25.48912439,79.21835251
3,9,Friday,No,20.61563746,56.10143018,1488.016363,5,Off,On,7.446300759,81.42303545
3,20,Sunday,Yes,28.2272383,48.88674848,1447.490793,2,On,Off,20.76172059,93.23449938
3,4,Thursday,Yes,27.90375822,36.04961313,1393.421545,1,On,Off,0.53001763,73.26473562
3,10,Friday,No,21.50889537,50.61112308,1610.929409,5,Off,On,29.965327,80.25377636
3,11,Tuesday,Yes,27.44870287,39.13088679,1195.470051,7,On,On,6.111783501,79.70711491
3,19,Thursday,No,28.87219183,33.45564915,1835.423427,2,Off,On,7.794137939,88.21754299
3,4,Wednesday,No,29.09686386,41.76578088,1006.914168,5,Off,Off,9.014690911,67.06918378
3,4,Friday,No,20.007565,46.98457019,1673.180064,0,Off,On,14.58125127,65.80157234
3,9,Tuesday,No,26.9773034,51.4577263,1665.565941,6,Off,Off,6.629239038,81.01911361
3,22,Saturday,No,26.86312484,41.8741912,1705.094439,0,On,Off,1.962839931,76.44558421
3,6,Monday,No,22.77567013,34.32915607,1629.717161,9,On,Off,22.84012539,59.14185652
3,13,Friday,No,27.30795795,59.969085,1879.690969,0,Off,Off,13.53034487,87.63921843
3,21,Thursday,No,21.48218935,30.015975,1360.71605,1,Off,Off,0.006642,74.63793259
3,13,Thursday,Yes,22.16886719,52.42338423,1495.149474,7,On,Off,24.93629829,72.70068672
3,12,Thursday,No,25.31869814,51.87786542,1039.60459,5,On,On,0.006642,77.35279796
3,16,Thursday,Yes,28.7152829,30.015975,1030.912699,9,Off,On,1.19894253,85.99879526
3,4,Saturday,Yes,25.69127832,55.21861996,1202.124152,6,Off,On,0.086300682,95.14010536
3,0,Friday,Yes,26.83011073,35.7917773,1109.864029,5,Off,On,21.40634749,79.43772929
3,1,Thursday,Yes,26.45224679,43.99933257,1386.378978,7,Off,Off,29.965327,91.45208199
3,18,Wednesday,Yes,29.02774265,44.44049478,1000.512661,5,Off,On,0.006642,83.41200807
3,12,Saturday,No,24.19696395,36.85448425,1735.902118,0,On,Off,24.37612157,79.59827644
3,7,Sunday,Yes,25.81308496,39.01117501,1960.203793,7,On,Off,0.006642,87.37070958
3,10,Thursday,Yes,26.71925501,41.63938215,1962.138726,1,Off,Off,11.22581257,81.26027175
3,14,Sunday,No,28.1020476,55.97097708,1439.675946,9,On,On,18.08571746,73.84214798
3,12,Sunday,Yes,20.007565,38.35696088,1782.946393,0,Off,On,9.942512561,53.263278
3,7,Monday,No,27.60837983,48.81801506,1894.128579,2,Off,Off,17.10672965,85.4441138
3,18,Saturday,No,29.84186954,32.28301633,1799.4015,9,On,On,19.76138138,91.83747711
3,9,Sunday,No,21.50115906,35.46485932,1606.423246,0,On,On,29.965327,72.61188732
3,3,Friday,Yes,26.4503176,50.17519038,1000.512661,6,On,On,18.85485519,70.98207744
3,23,Monday,Yes,21.82414285,49.63128726,1215.140285,2,On,Off,20.56343335,69.58725685
3,17,Friday,No,20.71726187,47.19090389,1890.758161,7,On,On,25.06752276,73.82969404
3,2,Wednesday,Yes,29.15154099,42.20827931,1767.664757,4,Off,Off,15.81766783,77.57629683
3,22,Friday,Yes,23.50245215,30.015975,1000.512661,8,Off,Off,10.63642834,83.4416679
3,4,Tuesday,Yes,24.90211949,43.19129448,1646.229887,9,On,Off,5.184582756,79.81307425
3,7,Friday,No,29.16183487,37.28569082,1722.710324,4,Off,Off,27.46898919,75.7758487
3,23,Saturday,Yes,21.34395038,47.72586327,1440.471492,5,On,Off,8.343732156,75.86849293
3,13,Tuesday,No,20.007565,51.91416776,1675.162872,1,On,On,17.75954505,70.2580755
3,2,Friday,Yes,20.53330512,59.969085,1379.547447,2,Off,Off,14.09773477,71.51220364
3,17,Sunday,Yes,24.99195996,33.33868136,1426.671906,2,On,Off,5.142197304,91.21000074
3,20,Friday,Yes,25.7625575,51.09626997,1265.159074,9,Off,On,14.01770438,80.68784122
3,1,Monday,Yes,20.007565,47.4311328,1612.231799,0,On,On,17.18791878,77.65525066
3,9,Saturday,No,29.998671,50.37766611,1289.17018,7,Off,On,0.006642,91.35724379
3,1,Wednesday,No,22.04800039,48.33602368,1709.974435,9,Off,Off,3.535215626,69.33108412
3,18,Sunday,No,20.007565,40.30157461,1749.429146,6,Off,On,29.965327,62.84342852
3,9,Monday,No,25.00623751,59.969085,1610.525145,6,On,On,21.56066824,54.75099246
3,16,Saturday,No,23.77481242,43.17216284,1760.689656,9,On,On,13.29397786,71.19342316
3,1,Wednesday,No,25.5882534,55.56817874,1630.721538,6,On,On,29.965327,71.20227042
3,2,Tuesday,Yes,20.007565,30.015975,1532.110424,2,Off,Off,27.18166639,70.49969056
3,4,Tuesday,No,25.72899879,43.98769142,1789.878658,5,On,On,12.63646867,72.71155514
3,5,Wednesday,No,22.26074813,33.16981308,1462.943549,3,On,On,5.351311434,74.01888732
3,13,Tuesday,Yes,21.25812203,44.2484768,1469.975085,9,On,On,9.801639116,68.10712748
3,3,Friday,Yes,29.44031978,46.89190723,1385.992512,0,Off,On,7.304030932,75.36524716
3,21,Saturday,No,20.69148416,51.87782707,1294.74069,5,On,Off,10.25043579,64.43113139
3,5,Wednesday,Yes,24.53570264,51.44301904,1243.458635,0,On,On,5.241631496,66.05129934
3,18,Thursday,No,23.96920799,31.13621197,1501.504785,2,Off,On,12.61443854,72.7547573
3,10,Tuesday,Yes,29.998671,50.41309551,1099.198056,6,On,On,0.427421765,70.47706637
3,10,Sunday,No,29.998671,35.63573452,1278.206506,2,Off,On,17.26143871,83.69465521
3,3,Monday,No,20.07836286,38.8113544,1020.160382,6,On,On,1.969640019,81.58681863
3,18,Saturday,No,21.00318089,51.89994948,1142.158593,5,On,On,29.965327,70.23974702
3,10,Saturday,No,21.96978772,58.39703838,1848.440834,9,Off,On,29.965327,83.79953142
3,11,Thursday,No,29.70334209,52.02060433,1139.521762,5,On,Off,0.006642,89.81595046
3,8,Wednesday,No,21.77064768,41.06145784,1660.371626,1,Off,On,22.59214657,67.81179897
3,22,Sunday,Yes,29.998671,38.51336481,1361.903421,9,Off,Off,24.36502502,87.80392915
3,4,Tuesday,Yes,24.30547678,44.26292397,1732.16968,2,Off,On,27.62791714,60.48946887
3,10,Tuesday,No,21.49370442,40.53110857,1507.469212,4,Off,Off,17.19733874,71.01993496
3,15,Saturday,No,29.998671,34.37348133,1904.383448,9,On,On,20.67769108,82.9361213
3,9,Thursday,No,23.8571808,30.015975,1000.512661,8,On,Off,23.32462616,70.28269565
3,2,Monday,No,24.58171888,32.63706934,1295.556323,5,Off,Off,1.763934749,71.7513605
3,19,Sunday,No,21.7709543,48.07210842,1695.290211,3,On,On,29.70037868,73.41788424
3,2,Friday,No,21.75652717,44.46616296,1543.434659,0,Off,Off,24.15911554,82.18151316
3,4,Tuesday,Yes,27.57707162,30.015975,1031.057392,6,On,On,21.66852115,75.8628715
3,10,Monday,No,21.7078743,38.62996535,1451.252678,3,On,On,15.52335991,64.20064427
3,10,Sunday,Yes,23.36248444,33.27788821,1000.512661,8,On,Off,28.68998291,99.20112
3,18,Thursday,Yes,28.3459864,43.56356256,1484.876761,2,Off,On,12.01944119,74.27561386
3,0,Monday,Yes,23.18238549,59.969085,1853.014921,6,Off,On,19.04751583,69.22858909
3,11,Sunday,No,26.81245704,49.27703191,1470.732763,9,On,Off,1.758880554,90.68312713
3,18,Sunday,No,20.007565,42.96595357,1000.512661,0,On,On,15.11565172,73.04144889
3,1,Sunday,Yes,25.97661662,54.90812283,1678.83819,6,On,On,25.53632819,87.71940401
3,0,Monday,Yes,20.7866703,57.38848927,1000.512661,0,On,Off,24.29594263,84.91366344
3,17,Thursday,Yes,24.04731593,42.32736239,1275.419855,9,On,On,20.03549679,72.68265304
3,12,Sunday,Yes,20.007565,45.73529965,1209.606276,2,On,On,19.77234762,72.43988102
3,14,Tuesday,Yes,22.11391241,33.15793526,1999.982252,8,On,On,27.63428679,78.13969103
3,14,Saturday,No,25.998711,43.27234558,1876.203991,8,Off,On,21.13412209,71.73539989
3,23,Tuesday,Yes,23.37561458,47.66596895,1989.845686,5,On,Off,11.79877077,88.85439975
3,1,Friday,No,24.29882011,35.41502374,1830.32689,3,On,On,28.24221455,89.57647867
3,21,Sunday,No,27.240135,59.969085,1867.757482,0,Off,On,19.67590614,78.10459753
3,14,Friday,Yes,29.998671,44.06546847,1439.27144,2,On,Off,0.006642,69.54361989
3,6,Saturday,No,29.998671,59.969085,1069.985693,6,On,Off,19.20103757,79.42771451
3,5,Friday,Yes,20.007565,50.2284173,1068.797052,8,Off,On,19.33815683,68.78911045
3,18,Wednesday,Yes,23.08744937,45.77462283,1585.310251,6,On,Off,29.25607373,69.89870778
3,16,Saturday,No,21.9882289,57.34829059,1507.499539,1,Off,Off,22.79435635,75.79512911
3,2,Tuesday,Yes,24.12630446,47.5832603,1471.084918,3,On,On,28.43027424,77.96570148
3,23,Saturday,No,27.81621236,52.3949678,1941.386648,4,On,On,7.25368798,77.70351906
3,19,Friday,No,27.19283521,31.35787282,1445.680607,8,On,Off,23.40475168,72.83180081
3,15,Saturday,No,25.77775946,36.35677675,1000.512661,8,On,On,29.05614117,90.32587799
3,13,Saturday,No,24.04138542,37.9516705,1185.752386,5,On,On,21.64009341,71.035148
3,6,Friday,No,20.86175428,39.96987092,1796.042819,2,Off,On,21.21272791,69.18623638
3,8,Tuesday,Yes,28.0379284,59.969085,1611.112374,3,Off,On,29.965327,82.86476952
3,5,Tuesday,Yes,22.10812372,40.33522766,1562.066265,6,On,Off,12.77463244,85.80331961
3,17,Wednesday,Yes,20.007565,51.97469168,1623.779529,8,Off,Off,18.42663499,69.36474088
3,23,Monday,No,24.85863633,55.19382835,1817.272158,5,On,On,4.438585655,71.98301922
3,15,Tuesday,No,26.71194484,30.015975,1999.982252,1,Off,On,4.964075136,60.62787058
3,8,Friday,Yes,24.66599312,32.36893571,1358.731938,8,On,Off,13.70309084,69.86971587
3,3,Tuesday,No,20.007565,51.84924551,1751.45442,5,On,Off,6.612802848,71.55908237
3,14,Friday,No,29.46569819,36.82811332,1999.982252,0,On,On,12.91680735,66.11088832
3,22,Wednesday,Yes,20.007565,41.6506862,1226.197581,2,Off,On,12.58167934,69.65016746
3,3,Wednesday,No,21.51582657,50.17573835,1353.199834,6,Off,On,1.945996092,72.56314592
3,9,Friday,No,24.10893011,36.75187911,1649.87338,3,Off,Off,21.73963733,91.40836469
3,23,Sunday,Yes,22.64090696,59.969085,1405.633587,2,Off,On,0.62202915,66.95208006
3,7,Sunday,No,29.67208009,42.05024197,1399.262957,2,Off,Off,21.70971168,86.41360833
3,4,Tuesday,No,26.96659225,41.97275206,1320.629772,7,On,Off,16.3178138,77.91825885
3,5,Monday,Yes,21.61821314,52.54095942,1356.540177,9,On,On,13.62626732,81.92394954
3,19,Friday,No,24.12919717,40.1327311,1819.039687,3,Off,Off,9.988431432,80.65858583
3,14,Thursday,No,23.34169154,42.4711948,1711.175853,8,On,Off,27.5653857,83.02842228
3,23,Monday,No,23.89984805,47.686992,1235.9651,6,Off,On,16.3666255,83.65553543
3,9,Monday,Yes,28.48632276,30.015975,1646.97421,4,Off,Off,4.480887053,73.55800524
3,6,Monday,No,20.35885846,36.45239027,1518.358583,6,Off,Off,2.962658272,55.70992648
3,23,Sunday,Yes,27.63724125,49.79895474,1075.512995,1,Off,Off,25.92854715,70.11071749
3,7,Saturday,No,29.998671,54.39104449,1743.15557,7,On,On,22.95501575,91.50116655
3,20,Saturday,Yes,21.61383496,46.5967346,1312.000716,0,Off,Off,20.40035838,77.70914464
3,22,Monday,Yes,24.04173815,34.84696513,1000.512661,6,On,Off,12.67876105,82.99260381
3,12,Saturday,No,26.03902789,44.12785751,1069.608884,7,On,On,22.46729003,89.36748563
3,15,Sunday,No,28.21192252,59.969085,1294.71646,1,Off,Off,20.82343215,59.29560363
3,20,Friday,No,23.55886592,51.24647671,1050.579412,3,On,On,29.965327,74.70984598
3,21,Thursday,No,20.09899707,35.5695532,1759.414469,9,On,Off,29.965327,69.01711563
3,0,Tuesday,No,27.86624031,32.51920915,1172.265724,7,Off,On,13.1632116,69.314934
3,7,Sunday,No,27.5044185,42.64740189,1658.220152,8,On,Off,12.08183794,80.85302643
3,13,Sunday,No,29.998671,36.84663258,1844.539485,8,Off,On,28.64028019,89.28106239
3,5,Monday,Yes,21.5651481,44.66100554,1586.022758,6,Off,On,12.58883574,55.9114645
3,21,Monday,No,22.34996158,38.00789991,1431.538131,5,Off,On,10.2867724,60.39166089
3,11,Tuesday,Yes,23.83981598,34.98328724,1787.198687,4,Off,On,0.006642,75.23463971
3,13,Monday,No,26.15501454,59.969085,1449.903598,8,Off,Off,20.37104725,79.57869303
3,3,Wednesday,No,29.998671,41.35341885,1670.658833,3,On,Off,16.60032532,81.44077081
3,3,Sunday,Yes,27.91653299,35.11587115,1381.924372,5,Off,Off,26.54346095,76.40548942
3,14,Saturday,No,22.30758856,59.969085,1417.089212,0,On,Off,19.51440359,75.91355876
3,4,Saturday,Yes,29.998671,46.14368718,1999.982252,0,On,On,10.37238836,77.17823092
3,12,Saturday,Yes,25.07046751,52.77715876,1668.484295,6,On,On,3.723820033,69.56513182
3,11,Monday,No,21.2382637,56.81634859,1751.707004,8,On,On,29.965327,70.57302441
3,20,Thursday,Yes,24.6238632,55.91581408,1778.058499,6,On,Off,25.4375579,84.5068232
3,18,Thursday,Yes,25.28667112,59.969085,1765.756787,2,Off,Off,6.816301978,78.11082183
3,23,Saturday,Yes,22.10715417,34.05438559,1439.9673,3,Off,Off,9.27987774,69.28636184
3,7,Wednesday,Yes,28.31026603,56.07602667,1457.713708,7,On,On,5.724952789,85.32009032
3,16,Thursday,Yes,22.25445759,54.52843501,1246.629413,3,On,On,22.06831302,68.41280757
3,13,Wednesday,No,26.86268295,55.70474214,1990.736528,2,On,On,16.74686026,74.75948094
3,20,Saturday,Yes,29.998671,47.29216438,1172.42292,8,Off,Off,16.66383458,87.70139264
3,13,Wednesday,Yes,25.92314712,30.015975,1577.166234,6,Off,On,25.69263326,74.60231005
3,17,Saturday,No,25.54638916,53.90310928,1866.247259,0,On,Off,7.072398504,80.51830219
3,20,Wednesday,Yes,20.82195753,52.14403357,1433.553004,7,Off,On,25.91336564,70.07019497
3,4,Thursday,Yes,27.66750597,59.969085,1695.70193,2,Off,On,6.363572041,76.78923429
3,11,Thursday,Yes,29.2411733,41.76849232,1341.38757,5,On,Off,29.0610301,84.60042145
3,14,Tuesday,Yes,20.007565,43.29208052,1139.787985,9,Off,Off,13.48064532,64.26191121
3,5,Friday,No,21.2300477,56.49890802,1849.72093,3,On,On,25.03877959,62.3177987
3,22,Wednesday,No,26.83711919,46.36461706,1352.241134,8,On,Off,19.89208889,78.89870352
3,17,Friday,No,28.24731989,43.19355266,1486.165935,9,On,On,16.39623021,82.42162962
3,11,Wednesday,No,24.81646439,43.75835377,1600.08052,3,Off,On,27.61423482,75.40177503
3,14,Friday,Yes,29.09117363,59.969085,1133.603066,3,On,Off,13.94462439,75.63418133
3,18,Thursday,Yes,23.90410271,44.78508371,1000.512661,3,On,Off,24.6217625,82.67261376
3,23,Saturday,No,26.05445346,51.60316447,1740.721665,7,Off,On,19.68713934,79.50426371
3,20,Saturday,No,24.1001282,49.57782677,1457.865891,2,Off,Off,19.30942718,72.90001309
3,17,Friday,No,27.40477612,48.99930236,1753.839476,7,On,Off,11.87203784,84.07629241
3,4,Thursday,Yes,26.42333036,59.969085,1120.825487,2,Off,On,15.17559092,82.01743619
3,22,Wednesday,No,21.08644949,52.1610366,1977.691753,9,Off,Off,15.40934007,71.96364231
3,15,Saturday,Yes,29.58102965,40.28560738,1299.92332,6,Off,Off,19.8328108,72.62934585
3,14,Wednesday,Yes,27.03593739,56.58369546,1033.703155,2,Off,Off,29.965327,73.9034879
3,15,Saturday,No,29.998671,53.19169169,1369.108832,8,On,Off,18.62242832,96.69806995
3,3,Saturday,No,25.78791372,53.44638252,1825.695747,6,Off,On,15.2918111,86.95102004
3,23,Monday,Yes,23.17814395,42.17331007,1180.214852,0,Off,Off,0.006642,77.17557916
3,22,Sunday,Yes,24.19923537,51.31799793,1611.297207,5,Off,On,29.965327,65.79875934
3,1,Monday,No,24.46853482,52.7695452,1864.041265,5,Off,Off,7.472128259,71.52758338
3,16,Monday,Yes,25.68527624,59.969085,1226.011869,9,On,On,13.2580615,83.03498778
3,16,Friday,Yes,27.99193961,59.969085,1999.982252,3,On,Off,0.937835281,91.76228751
3,4,Monday,Yes,29.48741275,50.8611959,1270.540317,0,Off,On,26.67389635,82.10610517
3,5,Friday,Yes,22.28792056,58.27628036,1527.180249,8,Off,Off,16.62022124,71.29985284
3,4,Monday,No,24.44576004,51.42975401,1548.789739,7,Off,Off,19.73739778,69.43391599
3,20,Tuesday,Yes,25.95738676,59.03959602,1853.144905,4,Off,Off,24.71365533,68.54897637
3,18,Friday,No,21.69425303,43.72758138,1314.752384,8,On,Off,0.006642,66.37129975
3,13,Friday,Yes,25.06106473,49.8163504,1156.48202,2,Off,On,24.97742099,79.41563735
3,2,Monday,Yes,21.32668872,37.60947027,1440.06761,0,On,Off,9.606987392,56.94615514
3,11,Monday,No,23.72329733,59.969085,1128.675407,7,On,Off,13.08138786,76.94957688
3,5,Tuesday,Yes,22.80304655,45.65155293,1388.528478,8,Off,On,17.39084686,69.06634095
3,8,Wednesday,Yes,27.02670634,59.969085,1166.517173,5,Off,On,17.3599385,92.07142514
3,6,Tuesday,No,22.75196492,59.969085,1313.894096,8,Off,Off,20.40596592,80.1249542
3,16,Friday,No,26.71340748,41.50550468,1878.672322,8,On,On,23.50600622,85.46065923
3,18,Saturday,No,27.76073649,39.2299778,1843.401734,9,Off,Off,6.905822826,68.79504822
3,17,Monday,Yes,29.998671,39.32183107,1039.840308,5,On,Off,5.820661307,81.67854862
3,13,Monday,No,25.39047564,58.27057591,1999.982252,7,On,Off,29.965327,84.90842194
3,4,Wednesday,No,22.87322847,59.969085,1767.179817,4,Off,On,5.476982261,69.47737916
3,0,Wednesday,No,27.72712477,40.35498964,1196.378173,4,Off,Off,15.16413044,78.26365775
3,1,Thursday,No,29.998671,57.44757863,1290.689565,7,On,On,0.324087628,74.02182481
3,13,Sunday,No,24.55205313,37.92337128,1306.794562,7,Off,Off,29.965327,77.72504273
3,18,Thursday,No,21.16628964,51.39380113,1194.246247,2,On,On,15.75507984,70.38183823
3,10,Thursday,No,25.25162405,50.1213796,1290.977661,0,On,On,8.617970846,87.70548538
3,17,Thursday,Yes,26.10906398,39.12986709,1627.754017,2,Off,Off,28.04515322,82.31349167
3,14,Tuesday,Yes,21.17967687,31.15188475,1019.289568,7,Off,Off,26.03552386,88.47485623
3,7,Tuesday,Yes,29.02462475,46.99870568,1265.833646,5,On,Off,29.965327,89.54545756
3,19,Saturday,Yes,26.28911945,49.06932536,1796.124898,8,On,Off,17.23475448,73.20038816
3,11,Monday,Yes,27.81763539,48.2563366,1745.508169,2,On,On,26.60942747,79.35142371
3,15,Saturday,Yes,20.007565,30.015975,1285.933667,9,On,Off,10.29217357,78.29323186
3,14,Wednesday,Yes,25.34855499,41.68112939,1999.982252,6,On,On,2.109995081,74.63653408
3,4,Thursday,Yes,21.24222122,53.2959567,1687.746121,6,Off,Off,23.13519304,70.56164385
3,9,Monday,No,20.20148856,51.21011071,1418.684466,0,Off,Off,29.965327,75.02780778
3,21,Monday,No,29.14268055,36.22802189,1287.620717,3,Off,On,14.56508862,75.56285004
